Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Noussair Mazraoui,ma MAR,Manchester Utd,DF,27-169,34,31,2639,0,1,2,0,0.7,1.3,37,102,51,0.0,0.03,0.02,0.05,,,,,23.1,0.1,0.0,20.6,1409,85.5,7518,91.3,89.1,54.3,18,118,18,5,102,50,1.71,1,0.03,102,60,85,34,33,8,25,34,1976,158,779,903,318,27,47,55.3,36.2,1086,2680,37,29,3,23,16,1190,51,37,22,3,20,141,47,28,62.7,1
Nélson Semedo,pt POR,Wolves,DF,31-167,30,29,2576,0,4,7,0,0.8,2.7,61,70,107,0.0,0.14,0.03,0.09,,,,,40.0,0.21,0.0,24.2,962,80.1,4365,91.1,82.8,47.0,21,63,25,11,70,51,1.78,6,0.21,55,31,49,21,27,10,17,22,1522,113,433,695,412,23,62,45.2,41.9,780,2309,61,36,9,37,19,873,107,43,27,3,57,116,27,40,40.3,1
Ola Aina,ng NGA,Nott'ham Forest,DF,28-206,31,31,2643,2,1,2,0,0.6,0.9,56,95,55,0.07,0.03,0.02,0.03,,,,,22.2,0.07,0.22,24.8,868,73.3,5594,88.3,73.5,36.5,13,78,18,8,95,55,1.87,3,0.1,54,41,62,27,32,12,20,31,1509,143,554,628,354,21,66,45.5,36.4,657,2432,56,37,10,40,22,719,55,21,33,2,46,166,12,18,40.0,1
Omari Hutchinson,eng ENG,Ipswich Town,"MF,FW",21-184,27,26,2223,3,2,5,0,2.3,2.5,71,69,131,0.12,0.08,0.09,0.1,,,,,44.4,0.65,0.08,20.8,581,78.3,1609,88.2,84.6,52.7,23,43,20,9,69,64,2.59,6,0.24,30,11,45,32,24,1,23,10,1061,12,168,450,463,74,114,39.5,47.4,645,2288,71,35,30,68,55,748,131,28,36,4,56,90,6,22,21.4,1
Pape Matar Sarr,sn SEN,Tottenham,MF,22-230,32,18,1636,3,2,6,0,3.3,1.5,29,79,50,0.17,0.11,0.18,0.08,,,,,41.9,0.72,0.1,21.7,824,87.3,2927,91.4,90.4,72.9,14,82,10,2,79,40,2.2,6,0.33,42,30,23,12,23,9,14,24,1134,35,238,635,279,26,25,44.0,48.0,724,1760,29,31,5,26,21,812,50,28,31,2,14,105,24,36,40.0,1
Pervis Estupiñán,ec ECU,Brighton,DF,27-101,27,23,2132,1,1,5,0,0.9,2.1,55,115,104,0.04,0.04,0.04,0.09,,,,,31.8,0.3,0.05,25.1,1205,83.3,5591,93.5,83.2,50.0,24,94,31,18,115,50,2.11,4,0.17,54,36,44,15,16,2,14,30,1702,68,424,843,452,29,29,51.7,44.8,914,2355,55,53,9,30,25,1035,104,33,16,3,111,135,41,26,61.2,1
Rico Lewis,eng ENG,Manchester City,"DF,MF",20-162,26,20,1810,1,2,5,1,1.4,0.3,36,103,68,0.05,0.1,0.07,0.02,,,,,20.0,0.1,0.1,15.8,1139,92.0,3120,94.8,94.2,68.3,7,92,13,0,103,31,1.54,3,0.15,29,19,21,8,27,7,20,13,1399,51,286,702,426,42,21,42.9,52.4,815,2032,36,38,8,19,19,1002,68,10,33,0,3,93,5,13,27.8,1
Rodrigo Bentancur,uy URU,Tottenham,MF,27-311,23,19,1518,2,0,7,0,1.3,0.4,26,99,34,0.12,0.0,0.08,0.03,,,,,22.7,0.3,0.09,17.4,916,88.1,3593,91.1,92.7,75.4,10,107,12,2,99,45,2.67,3,0.18,38,20,39,20,24,8,16,36,1252,70,299,747,215,24,18,44.4,44.4,739,1446,26,23,5,18,19,826,34,31,10,1,4,111,35,27,56.5,1
Ryan Manning,ie IRL,Southampton,"DF,MF",28-322,22,17,1369,0,1,2,0,0.3,3.0,13,32,70,0.0,0.07,0.02,0.2,,,,,14.3,0.07,0.0,20.8,572,78.1,3022,92.4,81.3,45.0,30,26,11,8,32,45,2.96,3,0.2,28,17,26,12,19,11,8,16,884,67,237,360,296,21,33,33.3,42.4,446,887,13,13,4,17,5,528,70,19,30,0,77,62,13,5,72.2,1
Ryan Yates,eng ENG,Nott'ham Forest,MF,27-162,31,18,1859,2,1,9,0,2.3,1.1,17,47,14,0.1,0.05,0.11,0.06,,,,,28.1,0.44,0.06,19.3,588,81.7,1865,87.9,85.8,56.6,17,46,4,0,47,36,1.74,3,0.15,41,21,37,20,35,9,26,26,993,75,263,484,256,40,18,50.0,27.8,407,888,17,18,1,23,18,523,14,51,48,6,5,93,43,30,58.9,1
Sam Morsy,eg EGY,Ipswich Town,MF,33-234,29,27,2419,1,1,9,0,0.3,0.8,14,103,9,0.04,0.04,0.01,0.03,,,,,22.2,0.07,0.11,26.3,1083,86.3,4779,93.3,91.5,57.5,18,127,13,2,103,39,1.45,2,0.07,60,34,56,31,32,13,19,28,1468,85,439,834,209,4,20,60.0,30.0,750,1715,14,20,2,15,10,982,9,44,23,0,12,138,16,23,41.0,1
Sander Berge,no NOR,Fulham,MF,27-077,27,23,2017,0,0,4,0,0.2,0.6,27,110,8,0.0,0.0,0.01,0.03,,,,,0.0,0.0,0.0,7.6,985,91.3,4200,91.6,94.4,84.0,17,104,4,0,110,41,1.83,2,0.09,48,28,37,12,26,8,18,20,1255,75,345,720,196,13,20,55.0,30.0,734,1794,27,22,2,11,15,809,8,27,8,0,3,116,25,20,55.6,1
Sandro Tonali,it ITA,Newcastle Utd,MF,24-359,32,24,2270,3,2,5,0,3.6,1.4,33,113,47,0.12,0.08,0.14,0.05,,,,,32.3,0.4,0.1,19.5,1090,83.7,4348,89.8,87.0,61.0,20,87,25,4,113,60,2.38,8,0.32,46,29,43,22,30,10,20,30,1556,60,357,860,365,40,35,54.3,37.1,839,1959,33,33,5,25,23,1076,47,36,40,2,30,162,12,11,52.2,1
Saša Lukić,rs SRB,Fulham,MF,28-262,27,25,2079,0,2,12,0,1.0,2.6,37,87,29,0.0,0.09,0.04,0.11,,,,,13.3,0.09,0.0,20.9,991,87.8,4002,92.2,92.3,69.2,23,93,14,5,87,50,2.17,3,0.13,62,36,49,30,17,7,10,25,1340,49,290,766,297,15,17,47.1,29.4,749,2013,37,37,4,20,7,861,29,58,25,0,53,103,18,23,43.9,1
Stephy Mavididi,eng ENG,Leicester City,FW,26-336,30,16,1615,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,,,,,26.9,0.39,0.15,16.1,460,75.0,1429,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5,1
Timothy Castagne,be BEL,Fulham,DF,29-148,23,17,1625,0,1,1,0,0.4,1.2,17,61,67,0.0,0.06,0.02,0.07,,,,,37.5,0.17,0.0,14.0,768,81.8,3861,89.9,85.8,49.3,9,51,5,3,61,25,1.38,3,0.17,46,29,45,19,15,6,9,22,1149,91,444,458,253,32,12,41.7,41.7,542,1043,17,15,2,15,5,657,67,15,6,1,37,55,34,35,49.3,1
Tomáš Souček,cz CZE,West Ham,MF,30-064,31,26,2251,8,1,8,0,5.9,1.0,6,68,62,0.32,0.04,0.24,0.04,,,,,28.0,0.56,0.16,11.2,623,73.8,2887,79.1,76.9,69.8,14,58,8,1,68,43,1.72,3,0.12,40,19,37,17,34,17,17,18,1115,110,309,544,266,96,11,54.5,45.5,433,456,6,10,3,17,10,666,62,41,24,4,11,52,90,65,58.1,1
Tyler Adams,us USA,Bournemouth,MF,26-077,24,17,1620,0,3,7,0,1.6,0.9,12,61,9,0.0,0.17,0.09,0.05,,,,,25.0,0.11,0.0,16.1,702,82.9,2639,88.2,87.1,55.8,15,53,2,1,61,36,2.0,4,0.22,75,46,63,28,33,10,23,31,1091,52,291,623,189,17,16,18.8,56.3,513,1080,12,17,1,27,12,583,9,41,19,0,3,96,29,17,63.0,1
Tyler Dibling,eng ENG,Southampton,"FW,MF",19-051,30,18,1697,2,0,6,0,2.5,1.5,67,60,90,0.11,0.0,0.13,0.08,,,,,32.1,0.48,0.07,19.3,462,80.8,1454,90.2,85.1,44.4,20,25,20,1,60,55,2.92,4,0.21,34,20,26,10,19,5,14,8,807,24,106,369,351,40,103,42.7,36.9,520,2096,67,47,26,41,53,604,90,28,48,2,27,74,10,21,32.3,1
Valentino Livramento,eng ENG,Newcastle Utd,DF,22-171,33,28,2480,0,1,1,0,0.2,2.3,72,136,91,0.0,0.04,0.01,0.08,,,,,20.0,0.04,0.0,20.6,1228,85.0,5960,90.7,86.3,56.4,21,94,23,5,136,39,1.42,2,0.07,50,33,54,25,33,10,23,21,1728,105,553,796,404,32,48,43.8,41.7,900,2878,72,37,11,25,34,994,91,6,32,2,44,170,22,30,42.3,1
Victor Bernth Kristiansen,dk DEN,Leicester City,DF,22-137,28,28,2380,0,1,1,0,0.3,1.4,39,69,75,0.0,0.04,0.01,0.05,,,,,0.0,0.0,0.0,17.7,1007,77.6,5793,89.6,80.1,41.4,18,74,23,18,69,41,1.55,3,0.11,85,50,87,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1,1
Vitaliy Mykolenko,ua UKR,Everton,DF,25-338,31,31,2722,0,1,2,0,0.4,1.6,31,102,83,0.0,0.03,0.01,0.05,,,,,0.0,0.0,0.0,20.5,874,74.3,6026,88.8,74.1,45.2,20,96,37,22,102,37,1.22,3,0.1,54,32,50,25,24,9,15,36,1489,112,471,641,388,26,20,40.0,45.0,608,1416,31,26,1,20,10,753,83,20,28,3,86,77,44,36,55.0,1
Vitaly Janelt,de GER,Brentford,MF,26-357,32,27,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,,,,,28.6,0.16,0.07,17.7,872,82.5,4279,90.6,85.4,55.9,14,78,23,7,80,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3,1
Wilfred Ndidi,ng NGA,Leicester City,MF,28-137,25,25,2057,0,4,8,0,1.8,1.8,16,64,74,0.0,0.18,0.08,0.08,,,,,40.0,0.35,0.0,14.5,717,79.3,2633,86.6,80.7,51.6,15,61,10,3,64,26,1.14,3,0.13,77,46,51,26,45,19,26,24,1226,112,410,588,238,58,32,40.6,53.1,585,971,16,22,2,34,33,720,74,38,17,3,30,114,53,51,51.0,1
Will Hughes,eng ENG,Crystal Palace,MF,30-015,29,21,1869,0,3,11,0,1.0,2.7,18,82,24,0.0,0.14,0.05,0.13,,,,,5.3,0.05,0.0,22.6,658,76.1,3689,88.6,82.7,36.7,29,69,14,3,82,61,2.94,6,0.29,61,33,59,32,29,14,15,19,1070,41,253,551,278,14,14,28.6,42.9,469,1120,18,22,1,19,24,594,24,60,30,0,65,107,17,17,50.0,1
Yasin Ayari,se SWE,Brighton,MF,21-208,30,19,1737,1,1,3,0,2.2,2.2,30,66,59,0.05,0.05,0.12,0.11,,,,,28.0,0.36,0.04,19.0,707,81.4,2856,91.6,85.0,37.5,28,51,17,4,66,58,3.0,6,0.31,53,29,50,30,22,6,16,20,1103,52,243,560,316,43,41,41.5,36.6,581,1389,30,25,6,32,21,712,59,31,23,3,64,105,13,19,40.6,1
Yehor Yarmoliuk,ua UKR,Brentford,MF,21-062,27,11,1129,0,0,5,0,0.6,0.4,14,48,43,0.0,0.0,0.05,0.03,,,,,22.2,0.16,0.0,15.9,499,85.6,2050,86.3,88.5,84.4,8,58,6,3,48,21,1.68,2,0.16,37,23,46,23,23,6,17,10,748,51,209,387,167,15,21,47.6,42.9,386,708,14,15,3,24,16,462,43,12,9,2,13,89,8,6,57.1,1
Yukinari Sugawara,jp JPN,Southampton,"DF,MF",24-308,29,15,1467,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,,,,,38.5,0.31,0.08,19.2,689,79.9,3323,88.2,82.9,47.9,17,43,21,9,68,39,2.39,1,0.06,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,45.0,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7,1
Yves Bissouma,ml MLI,Tottenham,MF,28-245,24,15,1210,2,0,7,0,0.6,0.3,15,71,3,0.15,0.0,0.04,0.02,,,,,40.0,0.3,0.2,23.2,693,89.4,2727,92.9,93.4,63.2,6,57,10,1,71,15,1.12,0,0.0,44,28,32,15,7,4,3,14,938,58,261,535,148,5,21,33.3,66.7,564,1513,15,17,0,22,13,657,3,22,18,0,2,71,4,7,36.4,1
